ID	Predicted_Category
2596	Film
1865	Film
7052	Business
13949	Football
5919	Business
10811	Business
2145	Politics
9410	Politics
13555	Football
6743	Business
12413	Football
15316	Football
5392	Film
7111	Technology
13161	Football
13130	Technology
10791	Football
4839	Football
880	Politics
13903	Technology
12497	Football
6423	Business
8427	Business
11748	Football
14996	Football
13811	Technology
3368	Business
5604	Business
10027	Film
10251	Football
3156	Business
4455	Football
13544	Football
11662	Football
5946	Politics
6235	Football
14771	Business
31	Technology
11877	Football
13743	Football
578	Business
9166	Film
4302	Technology
6373	Film
2739	Politics
15226	Football
10663	Football
7852	Business
3226	Business
13251	Football
10532	Football
214	Politics
14018	Football
6339	Football
8078	Politics
14539	Business
7467	Politics
4550	Football
1773	Football
2845	Politics
6467	Business
8475	Politics
13731	Football
14558	Film
5974	Business
1019	Business
13589	Football
8354	Business
1136	Business
7876	Business
9272	Politics
1693	Politics
8668	Business
9409	Film
11899	Football
4971	Football
7018	Technology
114	Business
14084	Politics
376	Film
13239	Football
1448	Business
8742	Politics
457	Technology
11616	Football
3250	Business
9663	Film
13670	Football
9875	Politics
2936	Politics
2264	Politics
9403	Film
10543	Technology
10769	Football
892	Business
4862	Football
3871	Business
4987	Football
7403	Politics
10550	Football
12069	Football
7903	Politics
197	Football
9226	Film
8400	Business
4694	Football
8328	Business
9871	Technology
4476	Football
2894	Politics
12832	Film
14112	Business
9246	Technology
2030	Technology
12425	Football
2531	Politics
10032	Politics
48	Technology
11527	Football
14236	Politics
3950	Football
3687	Technology
11287	Politics
1018	Politics
6677	Business
11960	Football
2446	Politics
22	Technology
12479	Football
8665	Business
2016	Film
4796	Football
6573	Business
2968	Politics
6980	Technology
11766	Football
3343	Business
14606	Business
10869	Business
12363	Football
10045	Film
2450	Politics
8808	Politics
5088	Football
5001	Football
13049	Film
3865	Football
188	Football
11994	Football
11823	Football
1336	Business
14202	Film
8378	Business
14637	Politics
6415	Business
1199	Business
3701	Technology
13664	Football
10900	Technology
3723	Technology
11937	Football
12260	Football
323	Business
1594	Film
5952	Business
7203	Business
10915	Politics
13751	Football
969	Business
3909	Football
3395	Business
14433	Football
3962	Football
5102	Football
7131	Technology
3788	Film
8545	Politics
9004	Politics
9237	Film
2044	Film
4537	Football
14063	Politics
9737	Film
7413	Politics
5539	Film
12980	Film
11978	Football
11736	Football
4018	Football
3220	Business
104	Business
4274	Technology
492	Technology
14671	Business
900	Politics
9192	Business
12484	Football
309	Business
2206	Film
554	Politics
5095	Football
13861	Technology
6599	Business
3973	Football
2185	Film
664	Technology
3180	Business
11384	Politics
13612	Football
7863	Politics
6497	Technology
11199	Politics
4867	Football
7211	Business
11926	Football
3469	Business
10148	Film
10582	Football
2486	Politics
9603	Film
4395	Technology
14909	Business
499	Politics
7524	Business
6232	Football
4037	Football
11274	Politics
2520	Politics
10877	Football
1839	Business
6330	Football
12379	Football
11146	Politics
6008	Business
13800	Politics
3256	Business
13219	Football
5050	Football
10047	Film
10172	Film
12310	Technology
8425	Politics
14760	Film
8528	Business
3834	Football
3510	Politics
8008	Business
5546	Film
2066	Film
11671	Football
14578	Business
7278	Football
12126	Film
14646	Business
1272	Football
14208	Film
7882	Politics
2513	Politics
12905	Film
10622	Football
1146	Business
14998	Football
9231	Film
8243	Business
9486	Film
6836	Business
4170	Technology
12173	Film
2408	Politics
10678	Business
5070	Football
4342	Technology
6569	Film
7558	Business
4739	Football
8325	Business
9578	Film
5803	Film
9147	Politics
13468	Football
4039	Football
10070	Film
2769	Film
4795	Football
15319	Football
2078	Film
14654	Business
11140	Politics
7308	Politics
7708	Politics
10170	Politics
13221	Football
4452	Football
13943	Football
996	Business
6798	Business
6404	Film
4057	Football
10467	Football
5144	Football
9499	Politics
14658	Business
1273	Technology
10206	Film
7662	Politics
10373	Football
2248	Film
1077	Business
10688	Business
7465	Politics
9766	Politics
11355	Politics
10700	Business
5991	Business
5845	Film
9822	Politics
5192	Technology
14864	Business
13702	Football
14447	Football
2483	Politics
4576	Football
3122	Business
4477	Technology
4660	Football
12029	Football
6253	Football
12651	Film
3399	Film
468	Business
7098	Technology
9136	Business
2027	Film
14528	Politics
9394	Film
12917	Film
9879	Business
3608	Film
6213	Technology
8529	Technology
3461	Business
8995	Politics
9451	Film
8220	Business
12099	Football
13053	Business
2624	Business
7301	Business
6819	Business
1087	Business
625	Business
15068	Football
1644	Politics
10379	Football
4789	Football
4282	Technology
7139	Politics
14376	Politics
7010	Football
3825	Football
14053	Business
13640	Football
3435	Politics
7296	Business
14596	Politics
11567	Football
6198	Technology
10112	Film
14745	Politics
9075	Technology
5376	Technology
10259	Football
5716	Film
1794	Business
629	Technology
6191	Technology
12201	Football
15142	Film
11787	Football
1590	Film
1435	Technology
4004	Football
9605	Film
12760	Film
10846	Football
386	Film
618	Film
13629	Football
10122	Film
7042	Technology
3767	Business
4079	Football
13843	Technology
13795	Football
13138	Film
13917	Technology
6697	Business
11846	Football
1739	Business
13798	Football
10487	Football
11808	Football
10253	Business
3011	Technology
10728	Football
832	Business
11086	Business
14166	Film
14242	Politics
2581	Film
676	Technology
9370	Film
8598	Politics
14129	Politics
10742	Football
11106	Politics
949	Business
13419	Football
1477	Technology
9925	Business
2791	Politics
12725	Film
212	Technology
3760	Business
9810	Technology
14590	Politics
3315	Business
14169	Film
13833	Technology
8005	Business
2990	Business
9937	Film
13818	Technology
1937	Film
13176	Football
10060	Film
6545	Technology
14418	Football
8738	Business
11872	Football
13260	Football
1125	Business
8470	Politics
10650	Football
10155	Film
10073	Film
9983	Politics
9930	Politics
11729	Football
497	Politics
11864	Football
13952	Football
1633	Film
14527	Politics
5207	Technology
5508	Film
11118	Business
2579	Film
2567	Film
5282	Business
7582	Politics
6204	Politics
1786	Football
476	Business
3815	Politics
13919	Business
1375	Technology
11101	Business
11208	Business
4221	Technology
6375	Film
4516	Football
11693	Football
8574	Politics
4231	Technology
13883	Business
13596	Football
5498	Technology
5532	Film
7977	Politics
10325	Football
15270	Football
13630	Football
10554	Football
15280	Business
6033	Business
6205	Politics
11021	Football
4417	Football
15318	Football
1961	Film
4697	Football
13605	Football
11318	Politics
5862	Film
8273	Business
13099	Film
3133	Business
9463	Film
12027	Football
4017	Football
9979	Film
3955	Football
5655	Film
13784	Football
14600	Business
13700	Football
211	Business
6576	Film
1796	Business
14273	Politics
8477	Business
12712	Film
8555	Politics
15241	Football
7651	Politics
8061	Business
5779	Film
3920	Politics
11880	Football
3115	Business
9778	Film
13662	Football
4160	Technology
5114	Football
11605	Football
14407	Football
13348	Football
3750	Politics
13638	Football
2003	Film
2077	Football
12889	Technology
11874	Football
7683	Politics
7567	Politics
3206	Business
11491	Politics
10945	Film
10993	Football
8944	Technology
10864	Business
4389	Technology
14908	Politics
7245	Football
10176	Football
15231	Football
179	Football
4080	Football
7723	Politics
1202	Business
8180	Business
13790	Football
278	Football
2707	Technology
4337	Technology
4967	Football
15061	Football
3480	Politics
14361	Technology
7660	Business
6129	Technology
6767	Business
2088	Technology
15001	Film
2795	Politics
9472	Film
947	Politics
4778	Football
10996	Football
14523	Technology
13159	Football
372	Politics
13886	Technology
1993	Film
11924	Football
12175	Technology
7173	Film
6494	Film
4578	Football
7585	Politics
14002	Football
14888	Politics
11728	Football
2334	Politics
6552	Film
3340	Politics
439	Politics
1049	Business
7395	Business
9723	Business
9748	Film
2218	Film
5171	Football
445	Technology
12091	Film
2344	Politics
11248	Politics
2767	Politics
11505	Politics
12958	Film
3181	Business
1939	Film
15134	Film
7674	Politics
2623	Politics
5467	Film
6863	Technology
5057	Football
4612	Football
12775	Film
3875	Football
435	Business
13766	Football
1007	Business
7910	Politics
991	Business
14367	Politics
2319	Politics
10458	Football
8916	Politics
812	Politics
12304	Football
4486	Football
8451	Politics
9989	Politics
1983	Film
4026	Football
12756	Film
6294	Football
6737	Business
12485	Football
11987	Football
8974	Technology
2236	Politics
15169	Film
4308	Technology
5094	Football
11482	Politics
8232	Business
5665	Film
981	Business
11558	Football
1135	Business
2126	Film
10777	Business
3098	Business
2363	Politics
1393	Technology
2438	Politics
1344	Business
3818	Football
2518	Politics
12822	Film
883	Politics
10297	Football
11343	Business
6869	Technology
1820	Film
4025	Business
2025	Film
9085	Business
6975	Technology
7961	Politics
12680	Business
6326	Football
7520	Politics
1932	Film
11004	Football
4318	Technology
8600	Politics
7888	Politics
8026	Politics
702	Technology
5239	Technology
4929	Football
4737	Football
7019	Business
352	Film
11862	Football
13367	Football
11763	Football
14340	Business
10455	Football
5024	Football
2711	Business
3228	Business
12312	Football
1179	Business
480	Technology
8147	Politics
8249	Business
13202	Football
13281	Politics
2540	Politics
15046	Football
9323	Film
8070	Business
241	Politics
581	Business
7005	Business
10314	Football
5061	Football
3231	Business
7614	Politics
7744	Politics
1165	Business
1995	Film
6739	Business
8084	Business
2593	Film
4668	Football
9177	Film
2847	Politics
7025	Technology
6587	Technology
12158	Film
5729	Film
7972	Business
3504	Business
12456	Football
2251	Politics
14875	Politics
10975	Film
3870	Business
2327	Politics
7758	Politics
10322	Football
5684	Film
61	Technology
6303	Football
14772	Film
8998	Technology
11028	Football
5370	Technology
4846	Football
4868	Football
8247	Business
8151	Business
13665	Football
4779	Football
264	Football
7518	Politics
5759	Film
4922	Football
3071	Business
5150	Football
3817	Football
1297	Business
13674	Football
4450	Football
532	Business
13973	Technology
8311	Film
13615	Football
8200	Business
10798	Business
1474	Business
117	Technology
9853	Technology
9809	Business
2689	Film
2744	Politics
8901	Technology
11548	Football
1930	Film
11282	Politics
11770	Football
13224	Football
14678	Business
13980	Football
11732	Football
2572	Film
6617	Politics
460	Business
6308	Football
453	Technology
763	Politics
5279	Business
7077	Business
15043	Football
15207	Football
12004	Football
13320	Football
4193	Technology
1132	Business
13922	Football
6175	Politics
145	Business
14573	Football
4980	Football
1936	Politics
6103	Business
14970	Football
6647	Business
2992	Technology
6155	Business
6547	Film
14139	Politics
1659	Politics
4879	Football
9591	Film
7667	Politics
5343	Technology
9644	Film
12737	Film
8119	Politics
11786	Football
6240	Football
11664	Football
7517	Politics
9413	Business
2758	Politics
7407	Business
7652	Politics
6875	Business
9575	Film
3443	Business
7326	Business
5984	Business
1929	Film
15176	Film
6948	Technology
3057	Film
2980	Business
5170	Football
2364	Politics
13385	Politics
2786	Politics
14235	Politics
8002	Business
2017	Film
9185	Film
348	Film
13950	Technology
207	Football
12915	Film
3891	Football
1001	Business
9828	Politics
4171	Technology
4175	Technology
88	Business
5588	Film
4762	Football
6437	Politics
13637	Football
11111	Politics
6151	Politics
8006	Business
3292	Business
2094	Politics
7231	Football
14920	Politics
11105	Politics
11800	Football
742	Technology
5747	Film
1168	Business
12324	Technology
10036	Politics
4952	Football
2292	Politics
14844	Football
1241	Politics
3814	Football
8909	Technology
5005	Football
3899	Football
12650	Film
723	Technology
6461	Business
7008	Football
4120	Politics
7598	Politics
15073	Football
6010	Business
13027	Film
3404	Business
2389	Politics
1898	Film
6817	Business
1582	Film
4904	Football
2256	Politics
14250	Politics
14318	Business
6376	Film
9617	Film
1410	Technology
1836	Business
12570	Football
5386	Film
14117	Business
12209	Film
6957	Politics
2710	Business
15247	Football
14575	Business
11415	Politics
2903	Business
14515	Business
7906	Politics
8754	Business
3455	Business
13587	Football
597	Technology
14462	Technology
8578	Politics
3287	Business
12113	Film
2724	Politics
5632	Film
11296	Business
2830	Politics
8522	Politics
8274	Business
10023	Politics
12056	Film
4638	Football
6906	Business
10724	Business
6886	Business
2458	Politics
5907	Film
12536	Football
12706	Film
1232	Politics
2695	Politics
13081	Film
6245	Technology
416	Film
13545	Football
11896	Football
14344	Business
7545	Politics
5735	Film
8634	Business
14409	Football
4633	Football
6995	Football
15168	Film
10603	Football
3219	Business
6222	Politics
15077	Football
8688	Politics
3778	Technology
3531	Politics
14951	Football
13737	Football
7309	Business
9999	Business
13619	Football
6158	Business
13498	Film
1339	Business
13806	Politics
10347	Football
7217	Football
15080	Football
6190	Technology
6741	Business
1293	Technology
14924	Football
15262	Football
8163	Business
7140	Politics
8882	Technology
7365	Politics
69	Business
5844	Film
4948	Football
9005	Politics
9924	Business
3174	Business
14125	Business
15194	Football
7561	Politics
5951	Business
5388	Technology
11442	Politics
13240	Football
11155	Politics
2114	Film
5147	Football
1384	Technology
9914	Business
10786	Football
6363	Film
2001	Film
14820	Football
6097	Business
12762	Film
10255	Business
14761	Film
13728	Football
5869	Film
5576	Film
4108	Technology
12789	Film
12788	Film
560	Business
3996	Football
13408	Football
8930	Technology
2102	Politics
2898	Business
6430	Business
7763	Politics
321	Politics
1596	Film
1670	Politics
3585	Politics
6598	Business
5858	Film
2167	Politics
10541	Football
5926	Film
2951	Politics
12755	Film
7544	Politics
3276	Business
6399	Film
14938	Football
9108	Business
13155	Politics
6297	Football
60	Technology
3650	Technology
5902	Film
10220	Politics
3558	Politics
2931	Politics
3281	Business
12704	Film
5087	Football
244	Politics
7512	Politics
3532	Politics
9087	Politics
2321	Politics
1919	Film
2260	Film
6489	Film
4996	Football
13422	Politics
6729	Business
3744	Politics
14286	Business
13744	Football
13376	Football
9124	Politics
2640	Politics
351	Film
744	Technology
5486	Film
8303	Business
7158	Technology
1397	Technology
11035	Football
14036	Football
6028	Business
71	Film
14852	Business
1427	Business
7292	Business
7212	Business
1421	Technology
10749	Football
14997	Football
13203	Politics
4058	Business
9590	Film
2937	Politics
15292	Football
7451	Politics
8519	Politics
220	Football
3127	Business
870	Politics
7785	Politics
1379	Technology
9630	Film
3935	Football
2396	Politics
12677	Film
4460	Football
8870	Technology
6645	Business
9163	Politics
7560	Politics
1376	Technology
1573	Film
1133	Business
7079	Technology
6389	Film
2746	Politics
13082	Film
8324	Business
13255	Football
562	Business
5562	Film
3588	Politics
10063	Film
9480	Politics
6900	Business
15218	Football
1823	Film
6662	Business
7905	Business
2563	Film
1383	Technology
14518	Technology
619	Technology
6275	Football
520	Politics
3465	Business
3044	Film
5038	Football
9343	Film
3590	Politics
79	Technology
12901	Politics
11456	Business
13927	Film
1757	Business
8727	Business
13739	Football
1546	Film
5839	Film
12710	Film
14857	Football
14777	Film
10822	Business
10630	Football
4217	Technology
11564	Football
10849	Football
9618	Film
9711	Politics
3085	Business
15097	Football
14055	Business
5234	Technology
12049	Football
1025	Business
3583	Politics
10794	Football
1016	Business
8987	Football
11408	Business
1738	Business
10941	Film
4626	Football
14849	Football
11135	Politics
11827	Football
12421	Football
8435	Politics
4324	Technology
608	Politics
5749	Film
7334	Business
8313	Business
3496	Business
4925	Football
9669	Film
11807	Football
11375	Politics
6322	Football
14085	Politics
2858	Politics
10652	Football
8430	Politics
670	Business
9040	Technology
4239	Technology
7242	Football
11070	Politics
852	Technology
15291	Football
11956	Football
5484	Film
10518	Football
7360	Politics
3482	Politics
10506	Football
7354	Politics
710	Business
9888	Business
5976	Politics
4140	Business
13484	Football
8441	Politics
1912	Film
9760	Film
7223	Film
9671	Film
7097	Politics
8302	Business
12149	Football
14333	Business
14955	Football
154	Technology
10699	Football
13553	Football
165	Business
4975	Football
11357	Politics
4228	Film
2929	Politics
15198	Politics
8168	Business
10101	Business
5043	Football
4388	Technology
3628	Technology
7988	Business
3622	Film
9600	Film
10029	Technology
14710	Business
2939	Politics
6428	Football
9203	Film
14332	Business
14013	Football
10419	Football
7118	Technology
3456	Business
3516	Business
7922	Business
15246	Football
3826	Football
12264	Football
10604	Football
9643	Film
12291	Technology
956	Business
4478	Football
7332	Business
3437	Politics
2577	Film
4016	Football
3728	Business
4220	Technology
6466	Business
5814	Film
8518	Business
5739	Film
7702	Politics
10772	Football
6641	Business
15086	Football
8131	Politics
2765	Politics
2092	Politics
14981	Football
3816	Football
2061	Film
919	Politics
9107	Politics
13808	Technology
3238	Business
9104	Politics
116	Technology
5773	Film
10421	Football
2806	Politics
205	Technology
2470	Politics
7771	Technology
11054	Film
2397	Politics
2310	Politics
2683	Politics
263	Football
13848	Technology
973	Business
3431	Politics
11912	Football
2793	Politics
10132	Film
2972	Business
13377	Football
14619	Politics
6119	Politics
11672	Football
10994	Football
11720	Football
13080	Film
15217	Football
2480	Politics
7348	Politics
4594	Football
9623	Film
4408	Technology
11778	Football
3082	Technology
5569	Film
6450	Politics
11543	Football
10790	Business
9610	Film
6100	Business
13822	Technology
10254	Business
6749	Business
4769	Football
7263	Business
5258	Football
8562	Technology
915	Film
11217	Politics
10739	Business
8734	Politics
10181	Film
3296	Politics
11840	Football
9681	Film
518	Politics
13936	Football
3642	Technology
781	Politics
1366	Technology
5646	Film
11947	Football
6017	Business
9928	Politics
6582	Business
11328	Politics
1226	Politics
555	Business
1057	Politics
4418	Football
2042	Film
3987	Football
5642	Film
5783	Film
7704	Politics
13791	Football
9357	Film
4369	Technology
15050	Technology
15306	Football
9080	Politics
9485	Film
15271	Football
840	Film
11875	Football
15007	Football
12067	Film
13471	Football
11046	Football
6646	Business
10111	Football
8838	Politics
11579	Football
217	Football
2184	Film
9285	Politics
8422	Politics
14994	Football
9756	Politics
1696	Politics
4649	Football
3090	Business
3244	Business
13986	Business
8837	Business
1274	Business
76	Technology
4344	Technology
9161	Film
8741	Business
2121	Film
7062	Business
95	Technology
13062	Film
13374	Football
12475	Football
4741	Football
12354	Football
942	Business
2886	Politics
1453	Technology
354	Film
11544	Football
7866	Business
903	Business
1635	Film
9735	Film
9729	Business
14640	Politics
2995	Technology
14757	Film
11550	Football
13520	Business
12552	Football
10408	Football
13064	Film
14189	Film
14503	Business
6165	Politics
6586	Business
4245	Technology
6618	Politics
7386	Politics
11743	Football
8238	Business
9769	Politics
7538	Politics
13249	Football
10911	Film
13714	Football
6252	Football
3249	Business
1	Business
5266	Technology
5608	Film
13209	Football
8292	Business
9906	Business
2602	Politics
13089	Film
14146	Politics
8167	Business
9094	Politics
13867	Technology
7780	Politics
11251	Politics
1109	Business
7924	Business
4901	Football
10936	Film
4306	Technology
5720	Film
9187	Film
6491	Film
4723	Football
6938	Politics
14137	Business
15196	Business
2986	Politics
8007	Business
13710	Football
8297	Business
8851	Politics
14075	Business
11817	Football
6606	Politics
14034	Football
13680	Football
668	Technology
4494	Football
10576	Football
11063	Business
805	Politics
10386	Football
4968	Football
10564	Football
13758	Football
1491	Technology
4307	Technology
4857	Football
4937	Football
12643	Film
12001	Film
1281	Football
3535	Politics
6230	Football
2402	Politics
6883	Technology
5091	Football
12690	Film
2376	Politics
9637	Film
2862	Politics
5211	Business
4696	Football
8094	Business
4351	Film
8299	Business
11929	Football
10741	Football
12807	Film
8118	Politics
8130	Politics
7786	Politics
3428	Politics
4493	Football
12184	Film
2070	Film
11677	Football
764	Business
2617	Politics
8871	Technology
7398	Politics
13334	Football
10031	Politics
2048	Film
10150	Film
9404	Film
3637	Film
4315	Technology
14404	Football
10525	Football
1767	Film
11768	Football
9312	Politics
12770	Film
10281	Football
5446	Film
9062	Business
5213	Football
9673	Film
2125	Film
11179	Business
6379	Film
4692	Football
1277	Business
13482	Film
12053	Football
6922	Business
1261	Politics
13763	Football
14791	Business
1816	Politics
11614	Football
14554	Film
8000	Business
8907	Politics
3807	Technology
4870	Football
1354	Business
8862	Technology
11337	Politics
11288	Politics
11224	Politics
13439	Film
721	Technology
128	Business
5068	Football
2398	Politics
9934	Business
14216	Film
13220	Football
2091	Film
8050	Business
8413	Business
1318	Business
10974	Politics
10343	Football
10271	Football
1472	Business
3361	Business
3755	Business
4063	Football
466	Business
12518	Football
14297	Business
11018	Football
1237	Politics
327	Business
10342	Football
2406	Politics
10787	Football
4860	Football
4259	Technology
2312	Politics
12141	Film
6833	Business
8129	Politics
953	Business
7485	Politics
8258	Business
399	Film
12300	Football
4127	Technology
3328	Politics
913	Politics
2918	Politics
4384	Technology
11760	Football
15245	Football
8889	Technology
5795	Film
9371	Film
11358	Politics
1861	Film
9259	Film
4755	Football
